kHz;Time(UTC);Days;ITU;Station;Lng;Target;Remarks;P;Start;Stop
603;0000-0100;;CHN;China Radio Int.;VN;SEA;d;1;;
603;0400-0600;;CHN;China Radio Int.;VN;SEA;d;1;;
603;1100-1200;;CHN;China Radio Int.;CA;SEA;d;1;;
603;1200-1300;;CHN;China Radio Int.;VN;SEA;d;1;;[0420]
603;1300-1400;;CHN;China Radio Int.;VN;SEA;d;1;;
603;1400-1500;;CHN;China Radio Int.;VN;SEA;d;1;;
603;1500-1600;;CHN;China Radio Int.;VN;SEA;d;1;;
603;1600-1700;;CHN;China Radio Int.;VN;SEA;d;1;;
603;2300-2400;;CHN;China Radio Int.;VN;SEA;d;1;;
684;0000-0100;;CHN;China National Radio 6;AM;TWN;pt;1;;
684;0100-0200;;CHN;China National Radio 6;AM;TWN;pt;1;;
684;0200-0500;;CHN;China National Radio 6;AM;TWN;pt;1;;
684;0500-0600;;CHN;China National Radio 6;HK;TWN;pt;1;;
684;0600-0900;Th-Tu;CHN;China National Radio 6;HK;TWN;pt;1;;
684;0900-1100;;CHN;China National Radio 6;HK;TWN;pt;1;;
684;1100-1200;;CHN;China National Radio 6;M;TWN;pt;1;;
684;1200-1605;;CHN;China National Radio 6;M;TWN;pt;1;;
684;2155-2400;;CHN;China National Radio 6;AM;TWN;pt;1;;
684;0000-0100;;CHN;China Radio Int.;KH;SEA;d;1;;
684;0400-0600;;CHN;China Radio Int.;VN;SEA;d;1;;
684;1030-1130;;CHN;China Radio Int.;KH;SEA;d;1;;
684;1200-1300;;CHN;China Radio Int.;E;SEA;d;1;;
684;1300-1400;;CHN;China Radio Int.;VN;SEA;d;1;;
684;1400-1500;;CHN;China Radio Int.;KH;SEA;d;1;;
684;1500-1600;;CHN;China Radio Int.;VN;SEA;d;1;;
684;1600-1700;;CHN;China Radio Int.;VN;SEA;d;1;;
684;2300-2400;;CHN;China Radio Int.;KH;SEA;d;1;;
873;0355-0943;;CHN;China Huayi BC;M;TWN;f;1;;[0824]
873;0943-1200;;CHN;China Huayi BC;M;TWN;f;1;;[0824]
900;0200-0300;;CHN;China Radio Int.;BR;SEA;de;1;;
900;0700-0800;;CHN;China Radio Int.;BR;SEA;de;1;;
900;1400-1500;;CHN;China Radio Int.;BR;SEA;de;1;;
963;1100-1200;;CHN;China Radio Int.;R;FE;hd;1;;
963;1200-1300;;CHN;China Radio Int.;R;FE;hd;1;;
963;1300-1400;;CHN;China Radio Int.;R;FE;hd;1;;
963;1400-1500;;CHN;China Radio Int.;R;FE;hd;1;;
963;1500-1600;;CHN;China Radio Int.;R;FE;hd;1;;
1017;1000-1100;;CHN;China National Radio 8;K;CHN;cc;1;;
1017;1100-1300;;CHN;China Radio Int.;K;FE;cc;1;;
1017;1300-1400;;CHN;China Radio Int.;K;FE;cc;1;;
1017;1400-1500;;CHN;China Radio Int.;K;FE;cc;1;;[1218]
1017;1500-1600;;CHN;China Radio Int.;K;FE;cc;1;;
1017;2100-2300;;CHN;China Radio Int.;K;FE;cc;1;;
1044;1100-1300;;CHN;China Radio Int.;J;FE;ch;1;;
1044;1300-1400;;CHN;China Radio Int.;J;FE;ch;1;;
1044;1400-1500;;CHN;China Radio Int.;J;FE;ch;1;;
1044;1500-1600;;CHN;China Radio Int.;J;FE;ch;1;;
1080;1130-1230;;CHN;China Radio Int.;T;SEA;xw;1;;
1080;1230-1330;;CHN;China Radio Int.;LAO;SEA;xw;1;;
1080;1330-1430;;CHN;China Radio Int.;T;SEA;xw;1;;
1080;1430-1530;;CHN;China Radio Int.;LAO;SEA;xw;1;;
1080;1600-1700;;CHN;China Radio Int.;E;SEA;xw;1;;
1080;1700-1800;;CHN;China Radio Int.;E;SEA;xw;1;;[0424]
1089;0000-0100;;CHN;China National Radio 6;AM;TWN;f;1;;
1089;0100-0200;;CHN;China National Radio 6;AM;TWN;f;1;;
1089;0200-0500;;CHN;China National Radio 6;AM;TWN;f;1;;
1089;0500-0600;;CHN;China National Radio 6;HK;TWN;f;1;;
1089;0600-0900;Th-Tu;CHN;China National Radio 6;HK;TWN;f;1;;
1089;0900-1100;;CHN;China National Radio 6;HK;TWN;f;1;;
1089;1100-1200;;CHN;China National Radio 6;M;TWN;f;1;;
1089;1200-1605;;CHN;China National Radio 6;M;TWN;f;1;;[0324]
1089;2155-2400;;CHN;China National Radio 6;AM;TWN;f;1;;
1134;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;
1134;0850-1805;;CHN;China National Radio 1;M;CHN;q;1;;
1134;2023-0600;;CHN;China National Radio 1;M;CHN;q;1;;
1188;1100-1200;;CHN;China Radio Int.;BR;SEA;k;1;;
1188;1200-1300;;CHN;China Radio Int.;E;SAs;k;1;;
1188;1300-1400;;CHN;China Radio Int.;BE;SAs;k;1;;
1188;1400-1500;;CHN;China Radio Int.;NE;SAs;k;1;;[0424]
1188;1500-1600;;CHN;China Radio Int.;E;SAs;k;1;;[0424]
1188;1600-1700;;CHN;China Radio Int.;HI;SAs;k;1;;
1269;1100-1200;;CHN;China Radio Int.;E;SEA;xw;1;;
1269;1200-1300;;CHN;China Radio Int.;E;SEA;xw;1;;
1269;1300-1400;;CHN;China Radio Int.;HI;SAs;xw;1;;
1269;1400-1500;;CHN;China Radio Int.;BE;SAs;xw;1;;
1269;1600-1700;;CHN;China Radio Int.;HI;SAs;xw;1;;
1269;1700-1800;;CHN;China Radio Int.;HI;SAs;xw;1;;
1296;1100-1200;;CHN;China Radio Int.;VN;SEA;k;1;;
1296;1200-1300;;CHN;China Radio Int.;VN;SEA;k;1;;[0420]
1296;1300-1400;;CHN;China Radio Int.;VN;SEA;k;1;;
1296;1400-1500;;CHN;China Radio Int.;VN;SEA;k;1;;[0424]
1296;1500-1600;;CHN;China Radio Int.;VN;SEA;k;1;;
1296;1600-1700;;CHN;China Radio Int.;VN;SEA;k;1;;
1323;1100-1200;;CHN;China Radio Int.;R;FE;hu;1;;
1323;1100-1200;;CHN;China Radio Int.;R;FE;sy;1;;
1323;1100-1300;;CHN;China Radio Int.;K;FE;hd;1;;
1323;1200-1300;;CHN;China Radio Int.;MO;FE;hu;1;;
1323;1200-1300;;CHN;China Radio Int.;R;FE;sy;1;;
1323;1300-1400;;CHN;China Radio Int.;K;FE;hd;1;;
1323;1300-1400;;CHN;China Radio Int.;R;FE;hu;1;;
1323;1300-1400;;CHN;China Radio Int.;R;FE;sy;1;;
1323;1400-1500;;CHN;China Radio Int.;K;FE;hd;1;;
1323;1400-1500;;CHN;China Radio Int.;R;FE;hu;1;;
1323;1400-1500;;CHN;China Radio Int.;R;FE;sy;1;;
1323;1500-1600;;CHN;China Radio Int.;E;SAs;hu;1;;
1323;1500-1600;;CHN;China Radio Int.;K;FE;hd;1;;
1323;1500-1600;;CHN;China Radio Int.;R;FE;sy;1;;
1323;1600-1700;;CHN;China Radio Int.;E;SAs;hu;1;;
1323;1700-1800;;CHN;China Radio Int.;E;SAs;hu;1;;
1323;2100-2300;;CHN;China Radio Int.;K;FE;hd;1;;
1341;1130-1200;;CHN;China Radio Int.;TAG;SEA;gz;1;;
1341;1200-1300;;CHN;China Radio Int.;E;SEA;gz;1;;
1341;1300-1400;;CHN;China Radio Int.;E;SEA;gz;1;;
1341;1430-1500;;CHN;China Radio Int.;TAG;SEA;gz;1;;
1377;0600-0850;We-Mo;CHN;China National Radio 1;M;WNW;xy;1;;
1377;0850-1805;;CHN;China National Radio 1;M;WNW;xy;1;;[1224]
1377;2023-0600;;CHN;China National Radio 1;M;WNW;xy;1;;[1218]
1377;0000-0030;;CHN;China National Radio 1;M;CHN;t;1;;
1377;2230-2300;;CHN;China National Radio 1;M;CHN;t;1;;
1422;0700-0800;;CHN;China National Radio 1;M;CHN;ka;1;;
1422;0900-1100;;CHN;China National Radio 1;M;CHN;ka;1;;
1422;1300-1400;;CHN;China Radio Int.;HI;SAs;ka;1;;
1422;1400-1500;;CHN;China Radio Int.;UR;SAs;ka;1;;
1422;1500-1600;;CHN;China Radio Int.;UR;SAs;ka;1;;
1422;1600-1700;;CHN;China Radio Int.;HI;SAs;ka;1;;
1521;0000-0100;;CHN;China Radio Int.;R;Sib;hu;1;;
1521;0100-0200;;CHN;China Radio Int.;R;CAs;hu;1;;
1521;1100-1200;;CHN;China Radio Int.;R;CAs;hu;1;;
1521;1200-1300;;CHN;China Radio Int.;R;CAs;hu;1;;
1521;1300-1400;;CHN;China Radio Int.;R;CAs;hu;1;;
1521;1400-1500;;CHN;China Radio Int.;R;CAs;hu;1;;
1521;1500-1600;;CHN;China Radio Int.;R;CAs;hu;1;;[0122]
1521;1600-1700;;CHN;China Radio Int.;R;CAs;hu;1;;[0925]
1521;1700-1800;;CHN;China Radio Int.;R;CAs;hu;1;;[0925]
1521;1800-1900;;CHN;China Radio Int.;R;CAs;hu;1;;[0925]
1521;1900-2000;;CHN;China Radio Int.;R;CAs;hu;1;;[0825]
3985;0900-1200;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
3985;1200-1605;;CHN;CNR 2 China Business R.;M;CHN;q;1;;[0122]
4750;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;ha;1;;
4750;0900-1730;;CHN;China National Radio 1;M;CHN;ha;1;;[0522]
4750;1955-2023;;CHN;China National Radio 1;M;CHN;ha;1;;[0420]
4750;2023-0600;;CHN;China National Radio 1;M;CHN;ha;1;;[0324]
4800;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;[1220]
4800;0900-1805;;CHN;China National Radio 1;M;CHN;q;1;;[1225]
4800;2023-0600;;CHN;China National Radio 1;M;CHN;q;1;;[1225]
4905;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0125]
4920;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0125]
5050;1030-1100;;CHN;China Radio Int.;M;FE;n;1;;
5050;1100-1200;;CHN;China Radio Int.;VN;FE;n;1;;[1024]
5945;1000-1805;;CHN;China National Radio 1;M;CHN;b;4;;[0423]
5945;1300-1805;;CHN;China National Radio 1;M;CHN;b;5;;[0423]
5945;2023-2300;;CHN;China National Radio 1;M;CHN;b;5;;
5945;2023-0100;;CHN;China National Radio 1;M;CHN;b;4;;[0324]
5955;1000-1100;;CHN;China Radio Int.;E;FE;x;0;;
5955;1100-1300;;CHN;China Radio Int.;E;FE;b;0;;
5955;1300-1400;;CHN;China Radio Int.;E;FE;b;0;;
5955;1400-1500;;CHN;China Radio Int.;E;FE;b;0;;
5955;1500-1600;;CHN;China Radio Int.;E;FE;b;0;;
5965;1000-1805;;CHN;China National Radio 1;M;CHN;n;1;;[0423]
5965;0900-1000;;CHN;China Radio Int.;M;FE;b;0;;
5965;1000-1100;;CHN;China Radio Int.;M;FE;b;0;;
5965;1100-1200;;CHN;China Radio Int.;K;FE;x;0;;
5965;1200-1300;;CHN;China Radio Int.;K;FE;x;0;;
5965;1300-1400;;CHN;China Radio Int.;K;FE;x;0;;
5965;1400-1500;;CHN;China Radio Int.;TAM;SAs;ka;0;;
5965;1400-1500;;CHN;China Radio Int.;K;FE;x;0;;
5965;1500-1600;;CHN;China Radio Int.;R;Sib;b;0;;
5970;1600-1800;;CHN;China Radio Int.;D;WEu;x;0;;
5975;0600-0800;Th-Tu;CHN;China National Radio 8;K;CHN;B;1;;
5975;0800-0900;Th-Tu;CHN;China National Radio 8;M;CHN;B;1;;[0126]
5975;0900-1400;;CHN;China National Radio 8;K;CHN;B;1;;[0326]
5975;1400-1505;;CHN;China National Radio 8;M;CHN;B;1;;[0124]
5975;2200-2300;;CHN;China Radio Int.;M;SAf;b;0;;
5980;1500-1600;;CHN;China Radio Int.;J;FE;x;0;;
5985;2025-2400;;CHN;China National Radio 1;M;CHN;n;1;;[0425]
5985;1000-1100;;CHN;China Radio Int.;R;Sib;h;0;;
5985;1100-1200;;CHN;China Radio Int.;R;Sib;h;0;;
5985;1130-1200;;CHN;China Radio Int.;TAG;PHL;b;0;;
5985;1600-1700;;CHN;China Radio Int.;SWA;EAf;b;0;;
5985;1700-1800;;CHN;China Radio Int.;SWA;EAf;b;0;;
5985;1900-2000;;CHN;China Radio Int.;P;SAf;b;0;;
5985;2000-2100;;CHN;China Radio Int.;E;SAf;b;0;;
5985;2200-2300;;CHN;China Radio Int.;J;FE;x;0;;
5990;0000-0100;;CHN;China Radio Int.;S;Car;/CUB;0;;
5990;0000-0100;;CHN;China Radio Int.;R;Sib;h;0;;
5990;1200-1300;;CHN;China Radio Int.;MO;Sib;h;0;;
5990;1300-1400;;CHN;China Radio Int.;R;Sib;h;0;;
5990;1400-1500;;CHN;China Radio Int.;MO;Sib;h;0;;
5990;1500-1600;;CHN;China Radio Int.;R;Sib;h;0;;
5990;2300-2400;;CHN;China Radio Int.;E;CAm;/CUB;0;;
5990;2300-2400;;CHN;China Radio Int.;R;Sib;h;0;;
5995;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;n;1;;[1125]
6000;0800-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;4;;
6000;0900-1805;;CHN;China National Radio 1;M;CHN;b;4;;[0226]
6000;1100-1805;;CHN;China National Radio 1;M;CHN;b;5;;[0425]
6000;2023-2330;;CHN;China National Radio 1;M;CHN;b;5;;[0519]
6000;2023-0100;;CHN;China National Radio 1;M;CHN;b;4;;[0324]
6000;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;x;4;;[0125]
6010;1000-1605;;CHN;China National Radio 11;TB;CHN;as;4;;
6010;1300-1605;;CHN;China National Radio 11;TB;CHN;as;5;;
6010;2155-2300;;CHN;China National Radio 11;M;CHN;as;1;;[0225]
6010;2300-2400;;CHN;China National Radio 11;TB;CHN;as;1;;[0125]
6010;1600-1700;;CHN;China Radio Int.;VN;SEA;b;0;;
6010;1800-1900;;CHN;China Radio Int.;AM;SEu;u;0;;
6020;0100-0200;;CHN;China Radio Int.;UR;SAs;ka;0;;
6020;0200-0300;;CHN;China Radio Int.;UR;SAs;ka;0;;
6020;1900-2000;;CHN;China Radio Int.;AL;SEE;s;0;;
6020;2000-2100;;CHN;China Radio Int.;PO;Eu;s;0;;
6020;2100-2300;;CHN;China Radio Int.;S;SEu;s;0;;
6025;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0125]
6025;1500-1600;;CHN;China Radio Int.;R;CAs;x;0;;
6030;1100-1605;;CHN;CNR 2 China Business R.;M;CHN;n;1;;[0825]
6040;0900-1505;;CHN;China National Radio 8;K;CHN;b;4;;[0226]
6040;1600-1700;;CHN;China Radio Int.;R;EEu;u;0;;
6040;1700-1800;;CHN;China Radio Int.;R;EEu;u;0;;
6040;2055-2300;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
6040;2055-0030;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[0324]
6050;1200-1300;;CHN;China Radio Int.;MO;Sib;h;0;;
6050;1300-1400;;CHN;China Radio Int.;R;Sib;h;0;;
6055;1400-1500;;CHN;China Radio Int.;KH;SEA;n;0;;
6055;1800-2000;;CHN;China Radio Int.;F;WAf;ka;0;;
6060;1600-1700;;CHN;China Radio Int.;E;SEA;k;0;;
6065;0200-0230;;CHN;China Radio Int.;PS;AFG;ka;0;;
6065;1200-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0825]
6065;2055-2230;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
6065;2055-2330;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[1225]
6070;1700-1800;;CHN;China Radio Int.;R;CAs;x;0;;
6070;1800-1900;;CHN;China Radio Int.;R;CAs;b;0;;
6075;0000-1600;;CHN;China National Radio;M;CHN;xg;0;;
6075;1400-1700;;CHN;China National Radio 1;M;FE;qq;1;;[1125]
6075;2200-2400;;CHN;China National Radio 1;M;FE;b;1;;[1122]
6075;1400-1500;;CHN;China Radio Int.;UR;SAs;ka;0;;
6075;1500-1600;;CHN;China Radio Int.;UR;SAs;ka;0;;
6080;1100-1805;;CHN;China National Radio 1;M;CHN;q;5;;[0421]
6080;1200-1805;;CHN;China National Radio 1;M;CHN;q;4;;[1221]
6080;2023-2400;;CHN;China National Radio 1;M;CHN;q;5;;[1019]
6080;2023-0100;;CHN;China National Radio 1;M;CHN;q;4;;[1123]
6080;1100-1200;;CHN;China Radio Int.;R;Sib;b;0;;
6090;1600-1700;;CHN;China Radio Int.;HK;EAf;x;0;;
6090;1700-1800;;CHN;China Radio Int.;E;SEA;k;0;;
6090;1900-1930;;CHN;China Radio Int.;RO;EEu;u;0;;
6090;1930-2000;;CHN;China Radio Int.;RO;EEu;u;0;;
6090;0100-0300;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
6090;1000-1100;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
6090;1100-1605;;CHN;CNR 2 China Business R.;M;CHN;q;1;;[0820]
6090;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;q;1;;[1023]
6095;1500-1600;;CHN;China Radio Int.;E;NAf;ka;0;;
6100;0000-0100;;CHN;China Radio Int.;P;SAm;b;0;;
6100;1100-1200;;CHN;China Radio Int.;MO;MNG;u;0;;
6100;1200-1300;;CHN;China Radio Int.;R;Sib;b;0;;
6100;1300-1400;;CHN;China Radio Int.;MO;MNG;u;0;;
6100;1400-1500;;CHN;China Radio Int.;E;ME;u;0;;
6100;1500-1600;;CHN;China Radio Int.;M;SEA;b;0;;
6100;1700-1800;;CHN;China Radio Int.;E;Eu;b;0;;
6100;1800-1900;;CHN;China Radio Int.;E;Eu;b;0;;
6100;1900-2000;;CHN;China Radio Int.;R;EEu;b;0;;
6100;2000-2200;;CHN;China Radio Int.;A;NAf;x;0;;
6100;2200-2300;;CHN;China Radio Int.;M;SEA;k;0;;
6100;2200-2300;;CHN;China Radio Int.;S;SAm;b;0;;
6100;2300-2400;;CHN;China Radio Int.;P;SAm;b;0;;
6100;2330-0030;;CHN;China Radio Int.;SI;CLN;k;0;;
6105;1000-1230;;CHN;China National Radio 1;M;CHN;qq;1;;
6105;1300-1400;;CHN;China National Radio 1;M;CHN;qq;1;;
6105;2200-2400;;CHN;China National Radio 1;M;CHN;qq;1;;[0125]
6105;1500-1600;;CHN;China Radio Int.;R;EEu;s;0;;
6110;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0125]
6110;1900-2000;;CHN;China Radio Int.;R;CAs;x;0;;
6115;2030-2230;;CHN;China Radio Int.;F;SEu;b;0;;
6125;1000-1805;;CHN;China National Radio 1;M;CHN;b;1;;
6125;1000-1805;;CHN;China National Radio 1;M;CHN;s;4;;[1125]
6125;1100-1805;;CHN;China National Radio 1;M;CHN;s;5;;[0924]
6125;2023-2300;;CHN;China National Radio 1;M;CHN;b;1;;[1123]
6125;2023-2300;;CHN;China National Radio 1;M;CHN;s;5;;[1019]
6125;2023-2400;;CHN;China National Radio 1;M;CHN;s;4;;[1123]
6130;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0125]
6135;1400-1500;;CHN;China Radio Int.;E;SEA;x;0;;
6135;1500-1600;;CHN;China Radio Int.;E;SEA;x;0;;
6135;2100-2200;;CHN;China Radio Int.;HR;Eu;b;0;;
6140;1700-1800;;CHN;China Radio Int.;E;SAs;ka;0;;
6140;2200-2300;;CHN;China Radio Int.;M;SEA;k;0;;
6140;2300-2400;;CHN;China Radio Int.;CA;SEA;k;0;;
6145;1400-1700;;CHN;China National Radio 1;M;CHN;a;1;;[1125]
6145;1500-1805;;CHN;China National Radio 17;KZ;CHN;L;4;;
6145;1520-1530;Mo-Fr;CHN;China National Radio 17;E,R;CHN;L;4;;
6145;1720-1730;Mo-Fr;CHN;China National Radio 17;E,R;CHN;L;4;;[0321]
6145;2200-2300;;CHN;China Radio Int.;E;FE;b;0;;
6145;2300-2400;;CHN;China Radio Int.;E;FE;b;0;;
6150;1730-1830;;CHN;China Radio Int.;M;Eu;s;0;;
6155;2000-2100;;CHN;China Radio Int.;R;EEu;b;0;;
6155;1000-1605;;CHN;CNR 2 China Business R.;M;CHN;B;8;;[0322]
6155;2055-2300;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
6155;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[1122]
6160;1800-2000;;CHN;China Radio Int.;D;WEu;x;0;;
6165;0000-0100;;CHN;China National Radio 6;AM;TWN;B;1;;
6165;0900-1100;;CHN;China National Radio 6;HK;TWN;B;1;;
6165;1100-1200;;CHN;China National Radio 6;M;TWN;B;1;;[1025]
6165;1200-1605;;CHN;China National Radio 6;M;TWN;B;1;;[0126]
6165;2155-2400;;CHN;China National Radio 6;AM;TWN;B;1;;
6165;1200-1300;;CHN;China Radio Int.;R;CAs;q;0;;
6165;1300-1400;;CHN;China Radio Int.;R;CAs;q;0;;
6165;1400-1500;;CHN;China Radio Int.;R;CAs;q;0;;
6165;1500-1530;;CHN;China Radio Int.;FS;IRN;u;0;;
6165;1530-1600;;CHN;China Radio Int.;PS;AFG;u;0;;
6165;1600-1700;;CHN;China Radio Int.;TU;ME;u;0;;
6165;1700-1800;;CHN;China Radio Int.;E;IRN;b;0;;
6175;1600-1700;;CHN;China Radio Int.;E;SEA;n;0;;
6175;1700-1800;;CHN;China Radio Int.;E;SEA;n;0;;
6175;2200-2300;;CHN;China Radio Int.;P;SEu;x;0;;
6180;1200-1500;;CHN;China National Radio 17;KZ;CHN;L;4;;[0119]
6180;1220-1232;SaSu;CHN;China National Radio 17;E,R;CHN;L;4;;
6180;0000-0100;;CHN;China Radio Int.;E;SAs;ka;0;;
6180;0100-0200;;CHN;China Radio Int.;E;SAs;ka;0;;
6180;0100-0200;;CHN;China Radio Int.;E;ENA;/CUB;0;;
6180;0200-0300;;CHN;China Radio Int.;M;ENA;/CUB;0;;
6180;1500-1600;;CHN;China Radio Int.;R;EEu;u;0;;
6180;2200-2300;;CHN;China Radio Int.;M;SEA;k;0;;
6185;0943-1200;;CHN;China Huayi BC;M;TWN;f;1;;[0824]
6185;2300-2400;;CHN;China Radio Int.;MO;MNG;x;0;;
6190;1500-1600;;CHN;China Radio Int.;VN;SEA;b;0;;
6190;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;q;1;;[1023]
6200;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0125]
7205;0000-0100;;CHN;China Radio Int.;MO;MNG;b;0;;
7205;1200-1300;16Feb;CHN;China Radio Int.;M;J;b;6;1402;1602
7205;1200-1300;3Mar;CHN;China Radio Int.;M;J;b;6;0303;0303
7205;1200-1300;;CHN;China Radio Int.;M;SAs;ka;0;;
7205;1300-1400;;CHN;China Radio Int.;M;FE;b;0;;
7205;1400-1500;16Feb;CHN;China Radio Int.;M;J;b;6;1402;1602
7205;1500-1700;16Feb;CHN;China Radio Int.;M;J;b;6;1402;1602
7205;1600-1700;;CHN;China Radio Int.;HI;SAs;ka;0;;
7205;1700-1800;;CHN;China Radio Int.;EO;Eu;b;0;;
7205;1900-2000;;CHN;China Radio Int.;P;SAf;x;0;;
7205;2000-2100;;CHN;China Radio Int.;M;EAf;x;0;;
7205;2100-2200;;CHN;China Radio Int.;E;EAf;x;0;;
7205;2300-2400;;CHN;China Radio Int.;MO;MNG;x;0;;
7210;1100-1200;;CHN;China Radio Int.;EO;FE;u;0;;
7210;1400-1500;;CHN;China Radio Int.;M;FE;b;0;;
7210;1800-1900;;CHN;China Radio Int.;E;Eu;b;0;;
7215;2023-2400;;CHN;China National Radio 1;M;CHN;s;1;;[0919]
7215;1000-1100;;CHN;China Radio Int.;E;Sib;x;0;;
7215;1200-1300;;CHN;China Radio Int.;R;CAs;x;0;;
7215;1300-1400;;CHN;China Radio Int.;M;INS;x;0;;
7215;1500-1600;;CHN;China Radio Int.;NE;FE;k;0;;
7215;1600-1700;;CHN;China Radio Int.;R;EEu;s;0;;
7215;1900-2000;;CHN;China Radio Int.;CA;Eu;b;0;;
7220;1400-1500;;CHN;China Radio Int.;NE;FE;x;0;;
7220;1500-1600;;CHN;China Radio Int.;J;FE;j;0;;
7220;1700-1800;;CHN;China Radio Int.;CA;EAf;x;0;;
7220;2300-2400;;CHN;China Radio Int.;VN;SEA;x;0;;
7220;0000-0600;;CHN;CNR 2 China Business R.;M;CHN;q;1;;[1222]
7220;0600-0900;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;q;1;;
7220;0900-1200;;CHN;CNR 2 China Business R.;M;CHN;q;5;;
7225;1500-1600;;CHN;China Radio Int.;HI;SAs;u;0;;
7225;2100-2200;;CHN;China Radio Int.;HR;Eu;u;0;;
7230;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;x;1;;
7230;0900-1805;;CHN;China National Radio 1;M;CHN;x;1;;[0423]
7230;2023-0600;;CHN;China National Radio 1;M;CHN;x;1;;[0924]
7235;1200-1400;16Feb;CHN;China Radio Int.;M;SAs;ka;6;1402;1602
7235;1400-1500;;CHN;China Radio Int.;M;SAs;ka;0;;
7235;1500-1600;;CHN;China Radio Int.;M;SAs;ka;0;;
7235;1600-1700;;CHN;China Radio Int.;E;SAs;ka;0;;
7235;1600-1700;16Feb;CHN;China Radio Int.;M;SAs;ka;6;1402;1602
7235;1700-1800;;CHN;China Radio Int.;E;SAs;ka;0;;
7240;0100-0200;;CHN;China Radio Int.;UR;SAs;ka;0;;
7240;1800-1900;;CHN;China Radio Int.;R;EEu;u;0;;
7245;1600-1700;;CHN;China Radio Int.;SWA;EAf;x;0;;
7245;1700-1800;;CHN;China Radio Int.;SWA;EAf;x;0;;
7245;1900-2000;;CHN;China Radio Int.;R;EEu;a;0;;
7245;2000-2100;;CHN;China Radio Int.;M;NAf;ka;0;;
7245;0900-1300;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[1023]
7245;1300-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0226]
7245;2055-2300;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
7245;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
7250;0100-0200;;CHN;China Radio Int.;M;SAs;u;0;;
7250;1100-1300;;CHN;China Radio Int.;E;SAs;ka;0;;
7250;2200-2400;;CHN;China Radio Int.;S;SEu;u;0;;
7255;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0324]
7255;1000-1100;;CHN;China Radio Int.;M;Sib;x;0;;
7255;1300-1400;;CHN;China Radio Int.;R;FE;s;0;;
7255;1500-1600;;CHN;China Radio Int.;M;FE;b;0;;
7255;1600-1700;;CHN;China Radio Int.;E;Eu;ka;0;;
7255;1700-1800;;CHN;China Radio Int.;E;Eu;ka;0;;
7255;1800-1900;;CHN;China Radio Int.;R;EEu;s;0;;
7255;1900-2000;;CHN;China Radio Int.;TU;ME;k;0;;
7255;2000-2100;;CHN;China Radio Int.;R;EEu;a;0;;
7255;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;as;4;;[0122]
7260;1100-1200;;CHN;China Radio Int.;J;FE;x;0;;
7260;1200-1300;;CHN;China Radio Int.;J;FE;x;0;;
7260;2200-2300;;CHN;China Radio Int.;P;SEu;u;0;;
7260;2330-0030;;CHN;China Radio Int.;SI;SAs;ka;0;;
7265;1300-1400;;CHN;China Radio Int.;HI;SAs;u;0;;
7265;1400-1500;;CHN;China Radio Int.;SI;CLN;ka;0;;
7265;1500-1600;;CHN;China Radio Int.;HI;SAs;ka;0;;
7265;1600-1700;;CHN;China Radio Int.;R;EEu;b;0;;
7265;1700-1800;;CHN;China Radio Int.;R;EEu;u;0;;
7265;1830-1900;;CHN;China Radio Int.;BU;SEE;u;0;;
7265;1930-2030;;CHN;China Radio Int.;EO;Eu;u;0;;
7265;2030-2130;;CHN;China Radio Int.;I;SEu;u;0;;
7265;2200-2300;;CHN;China Radio Int.;M;ME;k;0;;
7265;1230-1605;;CHN;CNR 2 China Business R.;M;CHN;as;1;;[0125]
